,number,value,datetime_start,datetime_complete,duration,params_lLegPt.lL0,params_lLegPt.lL1,params_lLegPt.lL2,params_lLegPt.rA1,params_lLegPt.rL0,params_lLegPt.rL1,params_lLegPt.rL2,params_lLegPt.x1,params_lLegPt.y1,params_sLegMotor,params_sLegPt.lL0,params_sLegPt.lL1,params_sLegPt.lL2,params_sLegPt.rA1,params_sLegPt.rL0,params_sLegPt.rL1,params_sLegPt.rL2,params_sLegPt.x1,params_sLegPt.y1,params_sLegPulley,user_attrs_prune,system_attrs_auto:sampler,state
54,54,5.030978924693834,2026-01-30 17:29:39.330898,2026-01-30 17:29:43.879358,0 days 00:00:04.548460,25.10584333472397,71.7615567484986,75.84290899843799,-51.06537111485496,62.42001492873673,38.12104279289627,25.103242044814603,35.48601139893039,22.208991405779173,90.0,35.36821279297877,29.747256858695554,19.02880180066512,-60.59209146886013,13.890242586375772,18.596981587069777,44.68876709591322,48.31964950697643,19.739018848267936,5.0,Unattained target,RandomSampler,PRUNED
55,55,5.266522026797439,2026-01-30 17:29:44.003059,2026-01-30 17:29:47.749462,0 days 00:00:03.746403,33.264540531942735,43.386389061875846,59.70516311941297,-56.03723934237617,43.66494394158645,66.67609146520546,46.368188362261336,33.83982940268491,15.17166376790382,85.0,30.373230378616928,46.24478228976777,46.23658056006107,-20.028855649106823,26.852329376799563,16.424147177149155,65.7676050933669,30.885803678866473,17.13485808417753,10.0,Unattained target,RandomSampler,PRUNED
56,56,6.0,2026-01-30 17:29:47.883129,2026-01-30 17:29:47.949231,0 days 00:00:00.066102,12.03856109058045,82.65792598612059,33.976043522423396,-49.64435858892685,96.18253010062301,32.63599491707208,89.99364845752858,47.39591776453914,19.68117514263747,115.0,31.92388703299937,35.918376679492766,88.12146818661724,-40.15380825366893,96.62368422867306,71.3456391003773,74.32308837735435,35.87068567513873,10.081017801864196,10.0,Unfeasible shape,RandomSampler,PRUNED
57,57,7.895368040060578,2026-01-30 17:29:48.085660,2026-01-30 17:29:51.767819,0 days 00:00:03.682159,39.63739289234135,77.47304838936907,61.8538453228572,-29.40427757016088,65.67758124801067,26.305401177238213,16.26019921717275,36.01759873959886,14.948697552471653,80.0,58.294395363564895,70.86727912639984,40.215336988289295,-66.98874916121231,29.104470825022755,49.89681361503535,36.63681648954088,48.596283327766855,10.804927381195995,5.0,Unattained target,RandomSampler,PRUNED
58,58,6.0,2026-01-30 17:29:51.945575,2026-01-30 17:29:52.017593,0 days 00:00:00.072018,36.70565635421207,92.73251523666532,95.88571937199272,-74.05408252287285,38.176508669937014,13.819861439797585,18.012158480413994,36.46117016106049,25.26296218302199,70.0,29.46687765971556,57.94179691730128,85.35479512438022,-36.590752350369534,37.74013313082324,79.6879774819424,68.62585344232991,45.54340673310193,29.734918963699535,5.0,Unfeasible shape,RandomSampler,PRUNED
59,59,18.56574252767387,2026-01-30 17:29:52.147696,2026-01-30 17:29:56.117339,0 days 00:00:03.969643,33.65795888292061,29.66508420033168,44.17953943246426,-42.05447881997004,87.23991058204125,84.84046717574606,95.74942436704721,45.38610549601176,12.300133284902806,75.0,99.56072302560156,90.70826470366256,47.72735916396363,-63.21685043232073,88.70985074794235,80.66250353450182,50.1937894079731,34.7281574137377,15.760681652796517,5.0,Unattained target,RandomSampler,PRUNED
60,60,19.024392507995813,2026-01-30 17:29:56.240457,2026-01-30 17:29:59.877235,0 days 00:00:03.636778,38.70583738049913,65.63788373081941,51.418012162735344,-78.31166090127324,18.789017766413544,71.00762086765326,59.360297161526255,33.28822601873463,23.209839832183135,120.0,96.58053159219423,20.989655166444777,72.22840428613347,-73.5504311369872,55.717224223777514,11.372972543029565,28.19364966714995,45.63733726780396,14.268095076627468,10.0,Unattained target,RandomSampler,PRUNED
61,61,15.483673628753834,2026-01-30 17:30:00.020657,2026-01-30 17:30:03.686518,0 days 00:00:03.665861,99.56304707758035,33.16829955753184,87.5961532467802,-60.96998920937753,78.01374980608863,59.33803749827442,12.123683278268675,32.47072520666402,23.2434497172139,105.0,62.42454893582659,53.41562712562879,64.85408299055783,-70.53591311231412,13.513925897573294,77.57732653352468,91.19903022903797,32.37201239970784,17.914095645343878,10.0,Unattained target,RandomSampler,PRUNED
62,62,6.0,2026-01-30 17:30:03.818913,2026-01-30 17:30:03.886727,0 days 00:00:00.067814,46.16554176082689,65.04311936301204,95.3031956473072,-34.49572031237153,77.91631265804241,36.75800145351873,64.29611804510796,43.59116551471877,12.573825088426194,95.0,94.02498991303125,77.01232478782387,95.88764601945196,-59.43221785525836,30.157357280300225,47.263411586526125,99.97897455049538,49.86008874411817,25.491177138536308,10.0,Unfeasible shape,RandomSampler,PRUNED
63,63,7.97492304777661,2026-01-30 17:30:04.016648,2026-01-30 17:30:07.476682,0 days 00:00:03.460034,21.308694029215616,72.53437378917445,40.22931676689661,-77.30552325099445,92.95263906205875,84.92470688244006,13.527563612935028,49.90535457612716,15.93402059599258,70.0,77.75589306853553,86.34121479121328,70.03097476250599,-79.28589946612969,11.056816275478964,71.27833734139938,80.40296938266886,45.197880089859154,18.25903681432423,10.0,Unattained target,RandomSampler,PRUNED
64,64,6.0,2026-01-30 17:30:07.606446,2026-01-30 17:30:07.672014,0 days 00:00:00.065568,80.00202786689029,72.03015818302495,68.76928196005392,-45.79606213399822,38.43261971612151,54.88820797310896,83.38430309911008,34.64824843608274,28.693050378696775,115.0,81.89439817868877,55.816381631287705,96.114494271175,-41.100086187630886,30.811471434698866,54.43751198144385,54.315347466417464,45.67319142460644,13.870051971290923,10.0,Unfeasible shape,RandomSampler,PRUNED
65,65,15.486943963907748,2026-01-30 17:30:07.787507,2026-01-30 17:30:11.090012,0 days 00:00:03.302505,59.77226823321439,26.20866895668783,11.403817985011575,-26.794323884331362,66.76707939845114,43.547778522996495,89.77465541052963,46.42074742328591,14.160355140432642,115.0,46.78034961630355,22.70114872508332,52.63425203929244,-70.51299496516667,27.324170960616097,53.03612152093071,57.051313964046436,34.220807869667844,23.617789016982254,5.0,Unattained target,RandomSampler,PRUNED
66,66,6.0,2026-01-30 17:30:11.224552,2026-01-30 17:30:11.283671,0 days 00:00:00.059119,13.46723138742865,72.69607350525074,15.418543535032965,-50.48634577972538,20.850576407850575,92.4561018624647,94.87796027556197,36.374721727733906,22.196999287784603,105.0,36.02191504417662,17.41630853968858,74.55910230684586,-66.42998290959352,23.11721703087699,45.94457173767322,94.21626642941003,32.82303948431738,21.81742923054027,10.0,Unfeasible shape,RandomSampler,PRUNED
67,67,7.157025271656899,2026-01-30 17:30:11.418148,2026-01-30 17:30:15.076173,0 days 00:00:03.658025,66.82162508786325,79.90527048776094,89.75216315133747,-25.064167465552266,54.818384383162865,16.058936238000655,39.46360948481362,35.46247462452421,12.778785292830692,110.0,86.58063743842553,23.008055649199125,50.03688735773766,-50.668580707797936,27.403897236654736,20.132351128338783,99.42880275424449,39.85869269784161,24.211861045808163,5.0,Unattained target,RandomSampler,PRUNED
68,68,12.051367098987065,2026-01-30 17:30:15.220918,2026-01-30 17:30:19.285496,0 days 00:00:04.064578,42.487353190889095,84.3852278104162,56.92777435375442,-68.92877500140204,77.58077431921056,23.80484406648702,67.55985709258516,33.24432415197087,28.432792465638506,85.0,46.59071540251376,99.53317623340669,55.595672156035164,-47.68214715784149,89.77736103791143,14.804489475124809,72.01492347920674,42.463881116387405,29.59632768180848,5.0,Unattained target,RandomSampler,PRUNED
69,69,6.0,2026-01-30 17:30:19.412842,2026-01-30 17:30:19.509740,0 days 00:00:00.096898,21.172188064316266,84.44054619990361,76.33731549158077,-22.741048785299135,17.51477943788676,95.52204530391006,13.616441476733618,43.30231646352064,27.822808065165063,80.0,16.658280018731134,71.20284980097753,63.46568293756456,-26.808010491631286,42.690890617269474,26.663080730314963,37.8972401008762,34.15190907084614,29.050007031700517,10.0,Unfeasible shape,RandomSampler,PRUNED
70,70,0.2024578615610899,2026-01-30 17:30:19.644094,2026-01-30 17:30:25.005617,0 days 00:00:05.361523,70.11436410202131,36.56198421011429,15.810839786207847,-67.64496831317328,99.47753126812881,18.922851979824106,87.70399809523559,44.36675389958433,23.45684184797182,70.0,68.15029782375954,32.02364660792949,18.898028824909648,-53.929510207994596,81.60580187587118,27.295875597245832,24.09894407745085,41.89572843506098,23.05411106616539,5.0,,RandomSampler,COMPLETE
