,number,value,datetime_start,datetime_complete,duration,params_highPt.lL1,params_highPt.lL2,params_highPt.lL3,params_highPt.rA2,params_highPt.rL1,params_highPt.rL2,params_highPt.rL3,params_highPt.x2,params_highPt.y2,params_lowPt.lL1,params_lowPt.lL2,params_lowPt.lL3,params_lowPt.rA2,params_lowPt.rL1,params_lowPt.rL2,params_lowPt.rL3,params_lowPt.x2,params_lowPt.y2,user_attrs_prune,system_attrs_auto:sampler,state
33,33,,2026-05-18 17:41:53.332876,2026-05-18 17:41:53.553004,0 days 00:00:00.220128,21.449442216816387,25.956309444400524,2.1617908168640696,-70.94961698218033,88.71846214877355,37.48784653376056,49.119509715364565,-10.348772631925897,111.44995288089086,68.67995205041761,75.7020174741963,19.623817987546687,-22.281113874711238,20.86936219358628,93.59549853019635,13.159689715973556,-33.03871380461176,63.283675351057056,Unfeasible shape,GPSampler,PRUNED
34,34,,2026-05-18 17:41:53.685565,2026-05-18 17:41:53.902865,0 days 00:00:00.217300,63.751707544768294,37.624330012958424,83.90450554655604,-24.69906601858714,91.88427195394476,40.10133435888569,30.624717928676745,-16.176021084619443,34.395208878207605,16.538208120046853,97.46312307594486,11.490424250568584,-72.25589843366234,39.78757643376307,39.555377662679916,48.47030962289805,-3.09728461384762,84.6140199210109,Unfeasible shape,GPSampler,PRUNED
35,35,,2026-05-18 17:41:54.032741,2026-05-18 17:41:54.272650,0 days 00:00:00.239909,68.54143473201304,49.77881663004991,73.29018307425392,-46.27552293670552,9.936209451533214,85.98596682323159,24.28753071069131,-36.7817377210518,7.380339427011528,85.96449939886668,4.901454523152486,17.811037835455874,-10.055338573228795,61.15304984875344,72.61339223015482,23.263352860103776,18.328933332883977,17.953466947923054,Unfeasible shape,GPSampler,PRUNED
36,36,,2026-05-18 17:41:54.406454,2026-05-18 17:41:54.623996,0 days 00:00:00.217542,90.19054852023184,81.6981463060382,11.672623426794237,-53.30203997017031,15.608189233372322,92.91289154497268,49.23852554179074,-34.826861988848364,94.79428218675906,37.20680989778415,73.9237445147792,77.30136296983459,-15.80891621392,96.51420276451111,26.30923985621288,47.40045167270466,-21.813077979338438,37.61381385825151,Unfeasible shape,GPSampler,PRUNED
37,37,0.008779663731604902,2026-05-18 17:41:54.762716,2026-05-18 17:42:45.385795,0 days 00:00:50.623079,67.51471684473927,68.48983729062607,84.9469987031292,-72.07439297341918,82.01395303482317,86.21107251502731,98.35775292445042,-27.19045145245788,14.425821255516933,11.858749824884457,25.975696171775482,36.946922732301665,-59.759058480180805,73.54205394505568,39.56446702603924,57.1199199738578,-13.387360549116124,23.036247841345975,,GPSampler,COMPLETE
38,38,,2026-05-18 17:42:47.013880,2026-05-18 17:42:47.271607,0 days 00:00:00.257727,27.098777599390885,5.595943163350571,37.06140719184097,-78.17103113943526,46.89980795217836,27.0102130483051,89.94259759084306,4.722215423619616,131.3503283740467,23.907584664085714,83.82214233982414,30.682863598691846,-33.98067712015117,48.68663472427545,51.002265968181725,97.89675592473833,-35.40394393314181,15.792423677833746,Unfeasible shape,GPSampler,PRUNED
39,39,,2026-05-18 17:42:47.423758,2026-05-18 17:42:47.693795,0 days 00:00:00.270037,68.87683020755065,24.778715936055104,1.2206220073131362,-12.11971702688571,64.33552880375836,86.90593209164822,89.24364697662415,-39.029409054370376,6.076791157532767,79.63982593440997,75.12156602593708,20.764764307412076,-25.122764437338674,72.57326830399873,5.160469682051174,61.604630778139345,22.09547292939743,57.286271549105905,Unfeasible shape,GPSampler,PRUNED
40,40,0.008779663674352234,2026-05-18 17:42:47.828510,2026-05-18 17:43:39.999433,0 days 00:00:52.170923,58.872057515439394,57.676324698223894,57.56173239237626,-26.203618810506335,62.87178444577271,69.65203665380398,74.89745900184357,-37.09803840002081,161.3808292241547,42.2943185625982,64.4894064050626,87.76880442335097,-19.194480460911244,95.3307108893532,95.58976384033444,44.6597891845811,-55.07014392038671,99.08907082466885,,GPSampler,COMPLETE
41,41,,2026-05-18 17:43:41.594901,2026-05-18 17:43:42.028950,0 days 00:00:00.434049,36.043097429358944,80.01685596172551,70.25291301068988,-57.37370970305223,24.72877517237998,70.9779803893794,72.71468991103406,-22.048693213859465,15.902658940815936,36.081543918326254,3.4465097487344822,19.351243343771433,-67.89759256841911,47.398781781707925,92.52120988253486,59.945213434246554,10.063328882313613,73.7625062507215,Unfeasible shape,GPSampler,PRUNED
42,42,,2026-05-18 17:43:42.168622,2026-05-18 17:43:42.444299,0 days 00:00:00.275677,29.252162816070175,74.72643329582756,72.28703532549652,-12.360847080708623,77.28289581109829,29.641828917684553,80.97102766067913,27.201072283420984,52.39292315491864,71.39698301350452,23.41427159011284,3.4468348827356454,-31.422252013786363,90.68001018194268,63.591880610037606,5.408202107124136,-38.438585998075254,55.21884204878357,Unfeasible shape,GPSampler,PRUNED
43,43,0.00877966378755512,2026-05-18 17:43:42.589728,2026-05-18 17:44:34.255299,0 days 00:00:51.665571,25.99049669436823,67.6048380377269,92.00270778399366,-50.184748209452216,69.74365714941588,83.74076392275659,32.6607028565728,-54.92573300974169,124.79504105200209,80.34395401074624,48.46063837678454,84.06433979988616,-69.17492502380222,24.020393053350407,47.8748606971951,97.75979899823324,-32.171335847415435,14.118006804017625,,GPSampler,COMPLETE
44,44,,2026-05-18 17:44:35.596148,2026-05-18 17:44:35.815355,0 days 00:00:00.219207,54.73316737677121,85.85586493634916,87.83036999834685,-35.973562450928064,45.07211243170726,74.4909920665521,77.22860705647541,-47.65848913380745,-5.42687976963837,81.14645593696972,40.30250262968978,40.29168635162383,-79.44488075717231,74.37624269313014,4.314217936979657,17.78269471336924,29.233439083346838,49.157358393106385,Unfeasible shape,GPSampler,PRUNED
45,45,,2026-05-18 17:44:35.963554,2026-05-18 17:44:36.185387,0 days 00:00:00.221833,51.559718769076476,98.7627432906554,64.1144807510011,-61.75835723972142,69.36327054237678,15.772005808425876,66.77730117938924,-2.445704850666786,125.45704943844822,74.76610201146761,19.36545879152621,60.83186635494917,-58.67216577696979,7.432388960581824,99.27849943691467,14.809273920542209,16.239736869379257,10.466206089542975,Unfeasible shape,GPSampler,PRUNED
46,46,,2026-05-18 17:44:36.315315,2026-05-18 17:44:36.525123,0 days 00:00:00.209808,43.46028014692452,55.65400214929257,3.4495378634198213,-47.911289727627654,68.42131943718331,59.48020449324393,59.40980954588654,-50.1500265589537,54.85995972892944,26.21360103863442,76.53355324048538,32.37056485473164,-51.05937703746938,26.08508668974791,65.1311935483325,86.5700766193772,-0.25684482057383207,-8.248101794314824,Unfeasible shape,GPSampler,PRUNED
47,47,,2026-05-18 17:44:36.670240,2026-05-18 17:44:36.940581,0 days 00:00:00.270341,70.03536076003697,47.66779507837069,41.924274441005466,-17.05128139064886,43.64979074974335,99.08818347458866,96.67742270705385,-2.9883634665544463,20.527279125145306,86.63115601110461,75.09229589537178,94.78200963610412,-45.199629001367796,94.86045223606061,37.267490450758906,81.29229604587346,-2.706293152782237,-2.5595810689091625,Unfeasible shape,GPSampler,PRUNED
48,48,,2026-05-18 17:44:37.077600,2026-05-18 17:44:37.315245,0 days 00:00:00.237645,97.6290287648775,95.55208589654511,5.0629227900137295,-12.86708244498881,84.03588509169501,69.24860742533446,85.92422534157164,12.923742641875208,135.09428891972135,81.6444017008115,76.562572731379,89.39486821784202,-78.92069472757996,56.512356536347724,23.00729742498995,73.3028392161304,28.997428034664793,93.89381012156035,Unfeasible shape,GPSampler,PRUNED
49,49,,2026-05-18 17:44:37.455222,2026-05-18 17:44:37.726558,0 days 00:00:00.271336,26.6278506149775,80.77152095430303,71.20516538264279,-41.13628641516909,88.06802079278732,73.42379952591499,25.573812819836906,-52.03034406639818,23.148111438107932,43.08824827710134,16.033497998713926,68.29697618972202,-78.40981654403444,80.16708167230198,91.29831942471688,9.274138958566528,-27.30704441327233,60.53241097260211,Unfeasible shape,GPSampler,PRUNED
