,number,value,datetime_start,datetime_complete,duration,params_highPt.lL1,params_highPt.lL2,params_highPt.lL3,params_highPt.rA2,params_highPt.rL1,params_highPt.rL2,params_highPt.rL3,params_highPt.x2,params_highPt.y2,params_lowPt.lL1,params_lowPt.lL2,params_lowPt.lL3,params_lowPt.rA2,params_lowPt.rL1,params_lowPt.rL2,params_lowPt.rL3,params_lowPt.x2,params_lowPt.y2,user_attrs_prune,system_attrs_cma:generation,system_attrs_cma:optimizer:0,system_attrs_cma:optimizer:1,system_attrs_cma:optimizer:2,system_attrs_cma:optimizer:3,system_attrs_cma:optimizer:4,system_attrs_cma:optimizer:5,system_attrs_cma:optimizer:6,state
10,10,,2026-05-18 14:45:54.193868,2026-05-18 14:45:54.403828,0 days 00:00:00.209960,29.609600471823747,67.85125127418486,61.72247724780822,-57.49990919100263,30.268351526378066,39.180034499751024,28.943276677802196,32.87358647573525,96.31752511565402,56.122620922796955,65.0963048799184,53.943837580741146,-43.53385058414226,63.75013752915648,38.01942441665843,65.34152161923342,31.3798076749283,-3.8046946990683352,Unfeasible shape,0.0,,,,,,,,PRUNED
11,11,33.153712878532204,2026-05-18 14:45:54.510178,2026-05-18 14:46:05.399294,0 days 00:00:10.889116,73.02906637648465,39.68673295576603,64.30176064463005,-22.013589472325343,34.43896898318097,30.616409327500193,58.94294042358022,3.656921455901248,50.30020820785825,86.29138994763599,57.20196700698378,62.12663625387262,-55.163162821154174,22.3564214558952,63.342716606203304,10.810623012341196,-0.6438853526211972,-5.574594743820057,,0.0,,,,,,,,COMPLETE
12,12,20.64677467401365,2026-05-18 14:46:06.487060,2026-05-18 14:46:20.720115,0 days 00:00:14.233055,60.14318489162036,57.48160874891883,42.39478240392448,-75.17769972391389,35.67418871202837,61.174223480498966,34.39861049861859,0.7714005476628572,80.03787078049676,62.2634833114562,26.67023419235746,54.77155740931331,-44.887298666186915,42.17144233985004,59.521965104342115,44.38419713268087,-3.2194242435750287,5.3763495419823855,,0.0,,,,,,,,COMPLETE
13,13,,2026-05-18 14:46:22.194464,2026-05-18 14:46:22.405450,0 days 00:00:00.210986,52.40375519278755,46.451756906020215,57.37818324979521,-41.038960438744056,55.78500803034853,44.49798716165331,74.9200900168628,-25.572206195216335,46.02539150164426,42.79965233676046,42.93077449039784,36.74029391656384,-37.10938282466617,20.649539890996692,67.08111934239682,49.32755488296353,29.71355867203838,0.8267044298184487,Unfeasible shape,0.0,,,,,,,,PRUNED
14,14,,2026-05-18 14:46:22.500718,2026-05-18 14:46:22.719802,0 days 00:00:00.219084,45.174158169097275,68.07075534220982,49.238350993478505,-43.85316002010572,34.609314903791926,48.318443983554126,62.248161176608676,15.561296584498322,77.09301647957861,21.713856455828743,58.820132783538355,67.37251751721755,-40.33112368122647,51.93643432444826,32.646907540247476,48.73721111761937,55.01343400393762,8.770685879976313,Unfeasible shape,0.0,,,,,,,,PRUNED
15,15,,2026-05-18 14:46:22.819776,2026-05-18 14:46:23.027090,0 days 00:00:00.207314,36.35325570628771,32.90884915260765,31.601798680453243,-44.368001114172046,18.627221419646133,43.42407316437128,18.30952951432502,-1.4394298155765668,74.15041518826686,61.83560217408187,24.850604922378004,74.83355636634397,-62.09634702532472,11.368674226579968,23.819396195246394,69.38801418037752,32.17079840800661,-2.837377608014812,Unfeasible shape,0.0,,,,,,,,PRUNED
16,16,,2026-05-18 14:46:23.133952,2026-05-18 14:46:23.349873,0 days 00:00:00.215921,18.788483798479998,58.79664000417493,29.028398500777783,-48.28630164437278,42.55529486136736,50.799701703898826,29.099840513068138,10.344516769298409,64.8457535142071,44.94826363640222,74.04677872745415,7.280553203389457,-47.763873014186814,17.893826132892748,47.49527546746923,59.35352749184611,30.129105007249507,-8.440940529524397,Unfeasible shape,0.0,,,,,,,,PRUNED
17,17,,2026-05-18 14:46:23.451486,2026-05-18 14:46:23.676877,0 days 00:00:00.225391,24.507668168096277,38.260734807997736,53.18436709599527,-52.5088412949988,44.420943571472606,17.906922957067295,29.264070765382307,-34.037668716794364,67.98865232013458,67.11915073708062,78.32242053320297,47.20409516970193,-32.16580343005017,65.4616851984818,74.03618804434996,69.15560939280302,39.44388578320304,-14.146364604880763,Unfeasible shape,0.0,,,,,,,,PRUNED
18,18,,2026-05-18 14:46:23.777080,2026-05-18 14:46:24.024915,0 days 00:00:00.247835,37.128485952677956,49.42212369877552,61.44457556857152,-28.16167240438002,64.99333690503303,66.49731445474973,51.60514483694252,-16.377474380719224,91.17945407780539,54.31273380287504,54.23830595100247,57.26007735211083,-46.114078112218586,55.045135007898494,70.08266183808767,16.86904284876485,27.484761736785927,-3.311631525501973,Unfeasible shape,0.0,,,,,,,,PRUNED
19,19,,2026-05-18 14:46:24.133923,2026-05-18 14:46:24.374230,0 days 00:00:00.240307,42.081374400105766,54.443034934796216,35.457349730251885,-52.211182399133875,30.06709901927674,56.7242561348185,67.34101198052525,2.907314316578031,136.42894856288598,44.45816291451335,55.74385352432436,56.75080993955407,-59.0688756796405,71.44313747590543,22.61724190225802,34.75486277080027,66.5207299055367,-1.7652906345260675,Unfeasible shape,0.0,,,,,,,,PRUNED
20,20,,2026-05-18 14:46:24.485091,2026-05-18 14:46:24.751917,0 days 00:00:00.266826,43.55272025056718,71.31992808516893,77.45413155633777,-47.066550616369256,74.4748957055574,54.039974650813946,39.20509873757546,4.110130650017204,135.788159887251,81.61663852322722,74.5935946787084,65.82081327748388,-65.53382358909607,40.72610261237135,24.13363048654707,67.0301395891697,32.517189413443056,30.040920549084134,Unfeasible shape,0.0,,,,,,,,PRUNED
21,21,,2026-05-18 14:46:24.885476,2026-05-18 14:46:25.116077,0 days 00:00:00.230601,39.644073894855346,71.5104124562719,44.495225300016976,-55.072839473697016,44.06874704173072,38.5427767866549,61.46982100798433,-6.203940543419158,51.67306672263963,60.83775464345555,65.93036263714241,26.456409729715432,-55.73188058792925,52.924844932780246,56.74443862644002,51.018695818140394,41.358774439894766,19.21546712589975,Unfeasible shape,0.0,,,,,,,,PRUNED
22,22,,2026-05-18 14:46:25.222853,2026-05-18 14:46:25.452629,0 days 00:00:00.229776,71.58440615003452,86.02760592190917,70.72131692475686,-36.80182245895947,8.22850099685968,72.42864716185562,60.8333081924705,15.323673544170418,61.455706715442034,20.148728024580706,41.79580649833146,62.13845990701764,-44.324681418509584,31.590906818840182,38.65986311302523,64.61496926961856,29.104295242925943,25.164065020381187,Unfeasible shape,0.0,,,,,,,,PRUNED
23,23,,2026-05-18 14:46:25.537009,2026-05-18 14:46:25.763483,0 days 00:00:00.226474,72.13539052403799,46.25176804492254,73.05105147370816,-29.7410129641818,71.52360713205925,51.66753991435825,37.60087342798012,18.434595614018583,86.50910510444655,39.573462851319945,37.69822083110436,53.848403063465234,-24.82061985992044,54.107498043595044,50.62924607965291,39.3842140588443,34.019460881796476,25.488236251361016,Unfeasible shape,0.0,,,,,,,,PRUNED
24,24,16.46577633154648,2026-05-18 14:46:25.868727,2026-05-18 14:46:37.890061,0 days 00:00:12.021334,42.77782893409418,37.03120752271897,49.64890192305655,-54.15890580381614,50.99979273718883,50.27557868613597,49.7203246334818,1.060527299298741,28.423948675071955,21.93071779684566,30.778209953262273,69.82774416961475,-34.842044060934484,50.934771433513376,22.12949536020813,32.06439854178242,29.664851542108423,13.638892490302595,,0.0,,,,,,,,COMPLETE
25,25,,2026-05-18 14:46:39.189756,2026-05-18 14:46:39.422900,0 days 00:00:00.233144,77.68223237361127,44.70530343411287,58.426077780891085,-50.506295491585476,8.269671328537767,31.503291865415363,68.47637595575466,13.691478482109176,84.46965517481974,34.494294637340076,76.79738530066004,29.091957553782567,-36.63602563048351,26.39343011184407,67.7553630442535,40.253212866938135,27.026015943850226,-13.458382532771576,Unfeasible shape,0.0,,,,,,,,PRUNED
26,26,33.15371338084624,2026-05-18 14:46:39.534671,2026-05-18 14:46:57.449098,0 days 00:00:17.914427,88.04508423878403,53.62618334671553,69.69235703332654,-62.44966437613404,35.09515819910091,34.137546959147464,36.8149238050606,28.320517423215506,69.89017537100202,54.37770386416341,44.55047882994152,59.3322236088115,-65.64993200284383,49.49514493902816,47.4190681112004,57.885847061753864,21.88359837958226,23.680607474653065,,0.0,,,,,,,,COMPLETE
27,27,33.153713341078046,2026-05-18 14:46:58.942793,2026-05-18 14:47:11.899299,0 days 00:00:12.956506,65.276783582135,52.18099930878756,46.33098115323834,-33.983577717369144,76.2674142890247,58.07438033582103,61.98360129956792,-13.44543716119042,71.60111415198102,40.88394584809145,74.9426841989556,65.64263487725316,-42.311505568924595,32.54914157067515,42.249935332337856,58.34405907002491,18.562889178359647,24.012064428906058,,0.0,,,,,,,,COMPLETE
28,28,,2026-05-18 14:47:13.291000,2026-05-18 14:47:13.509494,0 days 00:00:00.218494,70.37109788733788,48.00835280566127,49.81256652447842,-50.47624255822129,46.44109108835387,52.77252851279982,52.77487451218878,16.070764169467026,57.92611533703338,59.75286148123124,39.876189359950324,24.50462440092486,-24.19493876467139,20.701293303553324,75.46783464251142,52.42192436770909,40.07959056478388,-6.214297655746158,Unfeasible shape,0.0,,,,,,,,PRUNED
29,29,,2026-05-18 14:47:13.624504,2026-05-18 14:47:13.836404,0 days 00:00:00.211900,52.565968229422865,26.312605195797058,77.86880792568628,-47.4590486469567,40.07683014536085,25.111596457206254,35.86186195624399,10.208174464001502,86.58676703139207,46.18058777161258,44.40931877539754,29.552582920805246,-40.998019573541605,47.80556688528286,43.390914607991775,44.0456891101823,45.78523021961797,5.440875808482289,Unfeasible shape,0.0,,,,,,,,PRUNED
30,30,16.4283496556286,2026-05-18 14:47:13.941762,2026-05-18 14:47:28.543204,0 days 00:00:14.601442,74.62126172631649,51.734208996551025,54.5578686529517,-45.979938771479084,70.17441006661562,46.09905174292347,47.21872340445464,14.548906132670218,77.88252900040203,48.95632373754191,75.67378643609398,37.05091233792603,-49.11899487166811,40.18496692805685,30.58915108834856,48.61477521782176,28.66966769248296,23.142646732401737,,0.0,,,,,,,,COMPLETE
31,31,,2026-05-18 14:47:29.772334,2026-05-18 14:47:30.025445,0 days 00:00:00.253111,57.76537248535704,47.03570485833467,85.62352152205341,-50.1404497542821,48.96995907844034,60.61457826821501,62.844500252640536,-19.101403859680936,46.07200019158779,33.92725581582519,63.61212001431509,45.64506907492691,-31.989157520662857,54.881822470196504,63.9925675805551,97.48244581050069,43.5156078346413,-24.980188933144184,Unfeasible shape,0.0,,,,,,,,PRUNED
32,32,,2026-05-18 14:47:30.143236,2026-05-18 14:47:30.388228,0 days 00:00:00.244992,78.68831308063815,45.06475185018009,37.00585222872226,-53.03762607318957,29.782521992105373,30.04243936406339,43.86186996788279,-10.603595013506215,76.05109250603283,49.73729002320805,39.04672175086906,34.32870211432504,-40.27736536867113,47.738970559855645,35.487491453732545,43.99426855483102,32.39366587813837,-11.93946503264544,Unfeasible shape,0.0,,,,,,,,PRUNED
33,33,,2026-05-18 14:47:30.491119,2026-05-18 14:47:30.735924,0 days 00:00:00.244805,71.05981776756141,55.17492211871543,56.41664641651112,-38.544981722058736,61.60740203422542,68.87323194800337,48.94917453512196,20.01496962785982,21.7792914298186,22.54042215536357,38.5619716597737,70.32426883998501,-49.912965217728264,41.952367960001524,60.83064946878783,45.8563877717552,23.00984030839915,27.619405771339316,Unfeasible shape,0.0,,,,,,,,PRUNED
34,34,,2026-05-18 14:47:30.855394,2026-05-18 14:47:31.083824,0 days 00:00:00.228430,65.63105189717696,87.28375713860066,34.8338384997506,-44.698902056112715,37.599320487884086,57.879477303541016,50.44991294252323,9.538911001976672,63.44186427504536,12.246290376915375,75.26627167425096,55.5742872712941,-51.207603947027735,6.708776588999388,54.718887518843616,42.96623421828915,28.44774358963012,18.260197883248026,Unfeasible shape,0.0,,,,,,,,PRUNED
35,35,,2026-05-18 14:47:31.189812,2026-05-18 14:47:31.418240,0 days 00:00:00.228428,79.37072170619045,58.10094812794154,59.763828895915175,-43.781758431353985,86.6586700391176,15.338906438858487,76.91093211813981,31.29725772683406,51.49410494359698,31.189492885836902,81.96954586096564,44.48352704841594,-55.99502699305592,38.90242519680595,38.213223366311766,15.218352452346005,42.282053017456,-17.683808930287814,Unfeasible shape,0.0,,,,,,,,PRUNED
36,36,20.500527881391285,2026-05-18 14:47:31.523944,2026-05-18 14:47:47.768360,0 days 00:00:16.244416,78.87371160872941,33.35991843583148,87.80249813766731,-44.5221998424195,68.12020178493673,31.769128737462946,58.364579834730876,19.830839306591436,36.47479800017932,56.9457726709412,32.803264462308945,39.54351334033647,-69.78729424433743,39.44624195934108,50.26920115020146,40.253143663147206,22.211926083978454,9.573908278476004,,0.0,,,,,,,,COMPLETE
37,37,,2026-05-18 14:47:49.089108,2026-05-18 14:47:49.314798,0 days 00:00:00.225690,43.12702398972788,55.61556678544672,55.63701724670391,-15.992289438031676,78.44848415385059,40.91775822488588,55.0735609052308,10.271976161822145,8.083606446972944,48.50389851990267,40.350891439134614,56.221874090813444,-28.586884479032406,41.915883784681355,71.15694890240678,77.08109674064883,43.367729392218045,-6.275866064420271,Unfeasible shape,0.0,,,,,,,,PRUNED
38,38,,2026-05-18 14:47:49.425284,2026-05-18 14:47:49.650561,0 days 00:00:00.225277,67.74927322463338,25.253671108309717,65.3101811174397,-47.670642682581544,58.44987905298597,57.50025160793174,46.09566355857201,12.739226539086992,68.15369059548388,63.416755971507285,39.30270017042311,60.01713064561114,-40.31465791298358,49.6010032093321,50.51497484942948,78.2679096377318,33.39145224280349,-19.54232672569046,Unfeasible shape,0.0,,,,,,,,PRUNED
39,39,,2026-05-18 14:47:49.773119,2026-05-18 14:47:50.016261,0 days 00:00:00.243142,68.91003759067212,34.43751436000638,42.318773040903736,-23.72947408817229,46.09330187723099,59.99565199711723,29.496223640542865,22.15221339108166,71.96026112361757,49.34055684102321,34.76770836501834,57.38121410792219,-41.42810271719,46.578261295111304,41.408781755024414,58.49690364282124,52.440323520022076,14.152793875472192,Unfeasible shape,0.0,,,,,,,,PRUNED
40,40,,2026-05-18 14:47:50.139524,2026-05-18 14:47:50.383137,0 days 00:00:00.243613,48.28867564918956,26.301700383254772,54.48288170753377,-58.86658785875085,70.65194834633672,75.56351151652484,52.89513478865128,-14.25165331990857,63.070583518181124,70.07050401795375,30.869442108828313,34.424586402899564,-47.349802630875296,32.25015298069248,31.863129544747533,56.19823993939135,68.82267137621626,-25.25537707401254,Unfeasible shape,0.0,,,,,,,,PRUNED
41,41,16.734345482807072,2026-05-18 14:47:50.490025,2026-05-18 14:48:09.350944,0 days 00:00:18.860919,59.51848060646852,71.66788727224504,55.713000392274864,-59.189011133907684,34.52822822686753,37.29476270827266,54.35034465381888,12.993169988418465,54.62715997004807,36.386291358449846,51.042895683533146,22.0360756579878,-77.44709131710317,31.239525979449585,52.48676975928886,45.94681768895878,32.05310637908602,23.2739862190613,,0.0,,,,,,,,COMPLETE
42,42,,2026-05-18 14:48:10.958884,2026-05-18 14:48:11.173955,0 days 00:00:00.215071,55.84578647445143,52.87824177028082,46.38590834555387,-37.06580210642289,75.41764120040824,70.45169945404356,41.012788593347395,15.01769806337569,81.63781152993118,19.481861366053252,48.884789350985606,53.53664065386579,-34.46599088982118,68.2011660961437,38.45225119117767,33.882204209263705,39.06394288045302,-26.398494466920766,Unfeasible shape,0.0,,,,,,,,PRUNED
43,43,,2026-05-18 14:48:11.289969,2026-05-18 14:48:11.502289,0 days 00:00:00.212320,18.53697360288246,38.042962325842716,57.40680332966692,-47.2297765098864,35.57397400364357,52.58071322572197,66.9709305992038,3.776757590446387,9.247501539701943,66.3881133756211,58.45311108509102,53.9755240926694,-57.836876693192536,54.11177474701304,75.76571615406745,54.007991289060506,35.372494697886474,6.423660916540918,Unfeasible shape,0.0,,,,,,,,PRUNED
44,44,,2026-05-18 14:48:11.608425,2026-05-18 14:48:11.817277,0 days 00:00:00.208852,42.87661112448676,27.77474963490763,48.54635636178721,-41.16424810437746,60.99707520461342,30.027017958394207,48.25267117255476,2.923883813207823,78.09960945797249,54.279731502267516,62.54911356151526,11.272711548609104,-27.263403281420608,31.47499710398734,29.015068102869222,45.11102934807748,39.5084806455137,-3.719413621488947,Unfeasible shape,0.0,,,,,,,,PRUNED
45,45,,2026-05-18 14:48:11.923667,2026-05-18 14:48:12.182825,0 days 00:00:00.259158,33.114047344402785,64.11442418632109,65.30852821425762,-52.73562526514695,14.15278679767882,44.11835478003589,42.729866281369475,-14.662706612448936,59.58106284119707,69.66022163090297,37.1937338358643,47.601999084986055,-31.572085690577076,40.12208844997702,28.005091652870878,63.5599228838189,25.73653502853498,-25.67283312989504,Unfeasible shape,0.0,,,,,,,,PRUNED
46,46,,2026-05-18 14:48:12.275712,2026-05-18 14:48:12.539036,0 days 00:00:00.263324,67.20354282824057,19.979591810052245,55.53264041731334,-53.973946762267744,44.7583701470662,67.64232152894398,37.023964609542894,17.414829513278974,57.845852392826544,39.37087844291274,42.353399874919035,50.71002793295605,-54.84484954178009,61.257792684657446,42.19744490961716,59.64129151990514,1.9789957508762903,-4.413307533293832,Unfeasible shape,0.0,,,,,,,,PRUNED
47,47,,2026-05-18 14:48:12.641146,2026-05-18 14:48:12.856326,0 days 00:00:00.215180,77.52117743903803,52.12624521399526,45.0969738545693,-43.297610551773445,62.36890857642049,50.754922116222936,45.641887191417084,-6.185917391944386,44.51829277825389,45.86816540580275,52.01690909844699,25.85054543831346,-40.66559941846154,45.50376145148926,38.93879464885529,42.210033766985916,28.15285201256018,-8.315083379253394,Unfeasible shape,0.0,,,,,,,,PRUNED
48,48,,2026-05-18 14:48:12.957685,2026-05-18 14:48:13.181845,0 days 00:00:00.224160,80.07476213358392,41.957647331438764,53.438992897985614,-77.48096911434921,55.98578041620356,57.74139781963057,70.01811440893945,-15.943373217287807,40.90515128318985,60.67376027258816,39.26527674862648,41.82630773253803,-49.984521785546974,68.49868921397545,55.492368120962034,65.2294732877668,42.92518693118605,-8.330619738441602,Unfeasible shape,0.0,,,,,,,,PRUNED
49,49,16.667184307484483,2026-05-18 14:48:13.285265,2026-05-18 14:48:26.013967,0 days 00:00:12.728702,52.667486412223404,12.63465389052394,60.67580365305419,-40.68507226196436,60.656724949890055,38.456881077820135,60.12999703862027,9.316295418622403,65.68074739756653,52.11028815341764,55.67090709166531,30.59455465626537,-49.26726014082983,81.10258209362756,43.42606835835455,48.420124328158444,3.8807720953748976,27.63597164994559,,0.0,,,,,,,,COMPLETE
50,50,,2026-05-18 14:48:27.124484,2026-05-18 14:48:27.366683,0 days 00:00:00.242199,63.931868094685285,28.445395780210994,50.136127769680634,-61.200693644205344,58.61727054304717,75.70610444556547,60.581425912343306,-3.96047820508263,113.9375528124479,77.75277449269043,26.111469744212364,55.57953972215781,-28.590445478756678,46.01770114449322,73.37766879808889,62.01310724552017,75.08593601210274,19.4217636193231,Unfeasible shape,0.0,,,,,,,,PRUNED
51,51,,2026-05-18 14:48:27.472279,2026-05-18 14:48:27.704753,0 days 00:00:00.232474,45.45645879426256,43.164594439609,54.75642130440915,-19.160386203118563,64.33311603346976,52.10991047510819,52.417942430572744,23.94692301445955,76.80747401282055,48.865639387121085,30.2103847723979,24.56771946037391,-37.65005266561343,38.488406398472286,54.087041456598826,72.50233576352113,22.144538297776265,-2.6206899928684635,Unfeasible shape,0.0,,,,,,,,PRUNED
52,52,,2026-05-18 14:48:27.806945,2026-05-18 14:48:28.068864,0 days 00:00:00.261919,76.50259699232817,41.62743722419685,40.44368608757354,-27.50171906463114,39.2080129983803,53.352137222357825,55.90317827722297,3.2818326220157843,42.19764623708481,24.433156309769473,53.76193921062386,42.37875233799228,-44.49929803857899,40.72245102501878,52.71722294014402,29.80223323273774,64.2181815879941,17.353009995454293,Unfeasible shape,0.0,,,,,,,,PRUNED
53,53,,2026-05-18 14:48:28.175193,2026-05-18 14:48:28.399387,0 days 00:00:00.224194,68.80995985440688,92.82950614601764,57.44183111424804,-20.60459150727192,45.59676969656184,43.33034048688154,67.13986457964154,-1.9157404640429405,74.12083735992256,42.66954273755278,39.496937657168296,17.15911876874001,-45.88829892151153,44.67312035829693,52.02882341911921,23.3317966749216,34.53843993944334,-4.197998388296739,Unfeasible shape,0.0,,,,,,,,PRUNED
54,54,,2026-05-18 14:48:28.510551,2026-05-18 14:48:28.738818,0 days 00:00:00.228267,61.08126661164426,36.58516794921761,74.76073589063536,-29.428273246015237,38.39487893906408,57.931863537043384,72.26898956942354,3.1148612723244966,99.32983685488406,72.05750574754747,70.55752090985736,63.370402805346295,-43.91268417131236,58.31356478780021,77.76528353914787,60.99661925800789,24.694992613577952,-0.9445788450760517,Unfeasible shape,0.0,,,,,,,,PRUNED
55,55,,2026-05-18 14:48:28.840397,2026-05-18 14:48:29.048638,0 days 00:00:00.208241,67.69139977506391,77.44371195204471,56.96871297536209,-38.81777855272016,45.07975232713441,54.95646810674465,47.08266857761222,2.56909350883479,69.88443861816684,44.053634086206074,50.99894635284864,75.58412012394274,-32.81726080973006,84.5744563732167,52.92173526210924,47.720784831180396,46.97786056419381,0.09358586066954189,Unfeasible shape,0.0,,,,,,,,PRUNED
56,56,,2026-05-18 14:48:29.167793,2026-05-18 14:48:29.421863,0 days 00:00:00.254070,57.83891508750171,27.977744265799238,44.841004847985616,-74.72668300416068,42.44732803449462,17.06608384309737,58.90203464024822,19.87496315082268,-3.2312824702338094,92.92191708846676,34.4488673572107,40.169727414955,-40.9403172424303,44.32682122862047,80.97367111016526,33.26531208291213,40.66926093369218,-2.4562506724912794,Unfeasible shape,0.0,,,,,,,,PRUNED
57,57,,2026-05-18 14:48:29.529477,2026-05-18 14:48:29.755488,0 days 00:00:00.226011,50.058544575740385,68.85613119287562,29.48578999818795,-31.817218701881615,70.45898359282815,12.446059470716769,51.119280255161776,22.701880120379215,81.36608682475078,33.295411248499384,49.7148529598499,64.00349348967896,-69.80124890869469,50.606189658522084,38.279827528658075,36.43598246556739,46.2443602054983,13.442256776754967,Unfeasible shape,0.0,,,,,,,,PRUNED
58,58,,2026-05-18 14:48:29.862542,2026-05-18 14:48:30.083729,0 days 00:00:00.221187,40.74938799694196,44.942306755266806,65.10975098352566,-48.31274232219067,66.65917162097405,34.93892695940411,50.1190265796076,-19.702675789990653,23.211801308179915,43.1956009452768,43.92222475700853,68.72588915156409,-31.846772086714843,41.122999256155715,68.1025562664224,51.837877271833634,46.718288487947916,12.219916524497066,Unfeasible shape,0.0,,,,,,,,PRUNED
