,number,value,datetime_start,datetime_complete,duration,params_lLegPt.rA1,params_lLegPt.rL0,params_lLegPt.rL1,params_lLegPt.rL2,params_lLegPt.x1,params_lLegPt.y1,params_sLegPt.rA1,params_sLegPt.rL0,params_sLegPt.rL1,params_sLegPt.rL2,params_sLegPt.x1,params_sLegPt.y1,user_attrs_prune,system_attrs_auto:sampler,state
40,40,6.0,2026-04-21 16:51:01.120787,2026-04-21 16:51:01.227311,0 days 00:00:00.106524,-45.74375002527601,16.820400041922504,57.97326527649646,50.92610580319851,-5.438128726393253,-18.398343777271577,-34.5620085846935,16.11295091485867,36.99927566440912,65.49336531684352,-2.614608300329234,102.71428684739685,Unfeasible shape,GPSampler,PRUNED
41,41,6.0,2026-04-21 16:51:01.361734,2026-04-21 16:51:01.470723,0 days 00:00:00.108989,-47.58174951278678,22.923748031433483,40.13012727068954,59.266396304060216,9.879053619320594,-9.801468577816745,-21.762023491554274,96.55441137188907,73.24045608131333,78.79915461232444,-3.9629548282804166,69.38734401702564,Unfeasible shape,GPSampler,PRUNED
42,42,6.0,2026-04-21 16:51:01.610543,2026-04-21 16:51:01.690927,0 days 00:00:00.080384,-32.10541182208502,87.42674235901876,87.08575436725617,90.1845166747639,30.408921026511088,11.58473841263423,-24.06974991751933,23.126277996011,93.99982516497761,56.14411212909328,31.282518396752238,73.9109777839914,Unfeasible shape,GPSampler,PRUNED
43,43,6.0,2026-04-21 16:51:01.829208,2026-04-21 16:51:01.922815,0 days 00:00:00.093607,-38.81082376577287,45.50194042103911,73.84414766073893,81.60878564136837,101.23180643393594,49.481708413097536,-27.227053812011945,33.11234097531337,37.75779495166421,79.80034618033538,3.7081770607697564,105.24680088649842,Unfeasible shape,GPSampler,PRUNED
44,44,22.17358057001801,2026-04-21 16:51:02.053293,2026-04-21 16:51:07.590848,0 days 00:00:05.537555,-75.6560206095261,48.091370562761774,91.74392024402516,49.75831324044506,76.20325142363069,-26.652423475448494,-71.50803887445504,35.582501361515455,83.51106098964904,39.8793645945986,38.56240618530984,3.1702340448038466,Unattained target,GPSampler,PRUNED
45,45,6.0,2026-04-21 16:51:07.721553,2026-04-21 16:51:07.810875,0 days 00:00:00.089322,-34.07275759201322,31.16330368758007,67.76892290008851,86.85255338982046,87.56693009272239,18.479069831399933,-55.40490255030394,43.24910261554939,54.50454697888947,43.984861194388735,14.919801634828836,82.97894168031637,Unfeasible shape,GPSampler,PRUNED
46,46,6.0,2026-04-21 16:51:07.940849,2026-04-21 16:51:08.003116,0 days 00:00:00.062267,-55.50157947533489,33.045892417815665,63.65213181033041,36.37100883231805,38.51579146612003,38.14458364110308,-42.41244409924002,90.46891212133646,80.0752260939306,48.43998826215799,-1.6239211830368134,66.25405676198858,Unfeasible shape,GPSampler,PRUNED
47,47,19.29444651967502,2026-04-21 16:51:08.132554,2026-04-21 16:51:13.375841,0 days 00:00:05.243287,-69.00275745902415,80.00223481165851,92.82638893778994,86.42186871605632,22.80975870779575,28.375354989398083,-54.64192605606494,29.10289064190447,25.54441642621107,52.28400008533284,13.805990879110617,84.13996885776209,Unattained target,GPSampler,PRUNED
48,48,8.962074779963977,2026-04-21 16:51:13.550935,2026-04-21 16:51:18.436757,0 days 00:00:04.885822,-65.6337691378273,70.45813053843335,61.78332019684658,57.203801013609606,16.710734620184287,53.685709834125234,-38.493375692715354,45.851276683416565,23.317902688032596,79.59422809983442,11.810388387236166,75.92494806144674,Unattained target,GPSampler,PRUNED
49,49,6.0,2026-04-21 16:51:18.570923,2026-04-21 16:51:18.678052,0 days 00:00:00.107129,-25.6085937533568,56.56094680506368,79.08744751830761,68.62853521792809,52.35068341905866,78.01125276390717,-69.03301572007399,60.3552244026645,87.0075714191854,48.901585922706325,31.365773312989987,93.58513104782189,Unfeasible shape,GPSampler,PRUNED
50,50,6.0,2026-04-21 16:51:18.846390,2026-04-21 16:51:18.956086,0 days 00:00:00.109696,-45.404317711772435,13.785919540305596,83.91327672450362,63.44715789165871,104.61538656619169,57.5227051422016,-68.33509059102713,56.67580532063365,60.99457702546269,65.23916057726399,2.0957938149129163,87.49876242048316,Unfeasible shape,GPSampler,PRUNED
51,51,6.0,2026-04-21 16:51:19.081559,2026-04-21 16:51:19.141068,0 days 00:00:00.059509,-34.772925717470464,62.09443124427792,98.55267784137224,50.03804511436709,87.76757514189252,66.6545889895527,-43.64381729394708,77.46606203005193,47.13620600599842,46.83269557610892,17.11931333081163,11.44663827133671,Unfeasible shape,GPSampler,PRUNED
52,52,6.0,2026-04-21 16:51:19.265489,2026-04-21 16:51:19.981299,0 days 00:00:00.715810,-21.20592090430992,75.60136256089852,10.781678531705623,11.870264171280882,80.00889676171958,-19.73424927900265,-40.41993268162364,11.242299502343618,51.02068272329565,18.577269656407477,-4.611355980627813,93.0405973358608,Unfeasible shape,GPSampler,PRUNED
53,53,6.0,2026-04-21 16:51:20.121226,2026-04-21 16:51:20.221273,0 days 00:00:00.100047,-53.34887977167232,50.64144104387861,56.75285795762858,64.98991626004954,105.28584529129206,21.976369731179126,-34.72544439286892,12.564310700507942,98.09514140923473,47.86260106087232,5.262070107649322,13.442929312934538,Unfeasible shape,GPSampler,PRUNED
54,54,132.49365580186844,2026-04-21 16:51:20.361036,2026-04-21 16:51:25.071389,0 days 00:00:04.710353,-32.059291337589336,12.85846551183263,53.81217864883794,14.134083946489334,46.721418871877255,23.070921121558698,-25.704941061030993,23.915290979856344,68.67922958247874,28.14561412923789,-14.582106981618775,90.60141111429333,Unattained target,GPSampler,PRUNED
55,55,6.0,2026-04-21 16:51:25.231481,2026-04-21 16:51:25.291828,0 days 00:00:00.060347,-26.980870931370184,24.857357681366096,58.675116676917604,27.56041612429905,16.779467304107627,59.479849201150145,-51.446717597621074,15.510751395031711,74.47360559984914,69.64590175952304,-26.210659617232334,37.92223748899779,Unfeasible shape,GPSampler,PRUNED
56,56,6.0,2026-04-21 16:51:25.431332,2026-04-21 16:51:25.501369,0 days 00:00:00.070037,-37.34426971279457,26.09123768097684,17.355136874306254,68.0824068618184,51.672837222229994,8.513324690425414,-48.17998179432759,75.05176203653559,53.63731425819221,80.69425208545736,-13.877503786975602,28.15533981279841,Unfeasible shape,GPSampler,PRUNED
57,57,6.0,2026-04-21 16:51:25.623204,2026-04-21 16:51:25.691237,0 days 00:00:00.068033,-36.63603094835938,96.35647484141143,43.95453944749776,49.5454226952482,80.70876711267837,-6.915621804692204,-21.643418830605114,94.70741816486104,92.46912385647849,61.00849987147877,-25.842706339802803,37.93950932927893,Unfeasible shape,GPSampler,PRUNED
58,58,6.0,2026-04-21 16:51:25.851144,2026-04-21 16:51:25.926377,0 days 00:00:00.075233,-68.6135383220455,51.71093361212939,18.81031192045143,46.1921266203966,46.39916602611653,-7.262906431721852,-74.84515391655131,37.45619995394106,84.09347968814834,29.76298131626211,-17.030835384814566,-2.8255024706972396,Unfeasible shape,GPSampler,PRUNED
59,59,5.512716656055204,2026-04-21 16:51:26.066065,2026-04-21 16:51:32.851306,0 days 00:00:06.785241,-45.25035963601369,83.21690749411763,35.35391892520147,84.79978240457136,58.87925165835941,-12.259026239819349,-63.789810412451175,84.85532664190973,38.08281119202664,31.641487598862454,32.11990615518208,28.377548723849962,Unattained target,GPSampler,PRUNED
60,60,6.0,2026-04-21 16:51:32.981324,2026-04-21 16:51:33.091468,0 days 00:00:00.110144,-25.66159218153946,68.75325239952764,38.39092597554139,65.85609596453139,76.32718343402676,17.531216104304725,-25.532140852542426,92.80312801374072,82.4290160504664,54.28731989059322,3.051679179914778,66.81744459419818,Unfeasible shape,GPSampler,PRUNED
61,61,6.0,2026-04-21 16:51:33.226456,2026-04-21 16:51:33.285564,0 days 00:00:00.059108,-71.23273365972406,16.19979596848072,49.39623621786896,47.280106727091265,44.56668590709956,69.55013902222002,-50.35756893036873,68.37621748870504,12.338403439355982,76.30465941275047,-15.127222860172658,32.45500095613164,Unfeasible shape,GPSampler,PRUNED
62,62,6.0,2026-04-21 16:51:33.411484,2026-04-21 16:51:33.481449,0 days 00:00:00.069965,-24.02073508528037,19.855672203277294,12.408071158047154,55.51593421199311,72.9536902140716,-14.180661056138423,-34.843423016470275,90.59004903611057,17.25863896503209,89.66838562754835,-26.570184907721796,106.80205223673154,Unfeasible shape,GPSampler,PRUNED
63,63,6.0,2026-04-21 16:51:33.606431,2026-04-21 16:51:33.661438,0 days 00:00:00.055007,-62.89506038582419,21.929317528114083,22.297835745719194,45.483576347226176,111.56736356096582,66.95808867845702,-20.79538172358832,80.80243948822094,41.94747067731768,37.115314146738115,1.0495537329214386,12.937346330092755,Unfeasible shape,GPSampler,PRUNED
64,64,6.0,2026-04-21 16:51:33.801381,2026-04-21 16:51:33.871583,0 days 00:00:00.070202,-70.69310203868275,39.25788369427826,23.839538965052352,97.19505304098988,83.42448142694217,76.61591567527745,-21.572036648041255,71.01851225721242,57.973130102540004,64.80310114762892,-29.202539790987824,45.250971539227315,Unfeasible shape,GPSampler,PRUNED
